country,year,cereal_yield,fdi_perc_gdp,elec_access_perc,en_per_gdp,en_per_cap,co2_ttl,co2_per_cap,co2_per_gdp,other_ghg_ttl,ch4_ttl,n2o_ttl,nat_emerg,pop_urb_aggl_perc,prot_area_perc,gdp,gni_per_cap,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop
ABW,1991.0,..,21.1851381498761,..,..,..,1928.842,29.838835432072,..,..,..,..,..,..,0.104929774539,872067021.913829,..,..,3.93618078503351,64642,3.33797361727876,32321
ABW,1992.0,..,-3.85780877569572,..,..,..,1723.49,25.2392877017251,..,..,..,..,..,..,0.104929774539,958659238.282076,..,..,5.48404131995588,68286,4.88223408739958,33938.142
ABW,1993.0,..,-1.65549243203914,..,..,..,1771.161,24.4052333512463,..,..,..,..,..,..,0.104929774539,1083240282.27456,14940,..,6.08881843042332,72573,5.4833675395527,35851.062
ABW,1994.0,..,-5.87443899965892,..,..,..,1763.827,22.9778666527709,..,..,..,..,..,..,0.104929774539,1245810153.89127,15320,..,5.61167742051291,76762,5.00253848117271,37690.142
ABW,1995.0,..,-0.418781716974591,..,..,..,1785.829,22.2330963733924,..,..,..,..,..,..,0.104929774539,1320670419.17181,..,..,4.53462798063422,80323,3.92175578649688,39197.624
ABW,1996.0,..,6.12145704235853,..,..,..,1811.498,21.8071482743262,..,..,..,..,..,..,0.104929774539,1379888369.03561,..,..,3.3615581894803,83069,2.49717742175828,40188.7822
ABW,1997.0,..,12.7899334852029,..,..,..,1851.835,21.745106328014,..,..,..,..,..,..,0.104929774539,1531843679.53254,..,..,2.48719948201803,85161,1.61528197976126,40843.2156
ABW,1998.0,..,5.01845018542719,..,..,..,1668.485,19.2162000299446,..,..,..,..,..,..,0.104929774539,1665363128.18454,..,..,1.93740506465401,86827,1.05781824192744,41277.5558
ABW,1999.0,..,26.8741887924469,..,..,..,1686.82,19.0726125596436,..,..,..,..,..,..,0.104929774539,1722905064.60485,..,..,1.84293367302312,88442,0.955541414151461,41673.8704
ABW,2000.0,..,-6.88608327972743,..,..,..,2233.203,24.7388751647816,..,..,..,..,..,..,0.104929774539,1858659293.19269,..,..,2.04692871909162,90271,1.15159125224366,42156.557
ABW,2001.0,..,-14.11003179645,..,..,..,2236.87,24.2182475666663,..,..,..,..,..,..,0.104929774539,1898882757.736,..,..,2.29102084263597,92363,2.24818511698633,43115.0484
ABW,2002.0,..,13.6714410638634,..,..,..,2255.205,23.8403843714322,..,..,..,..,..,..,0.104929774539,1911173189.28251,..,..,2.38887263132289,94596,2.34601854881574,44138.4936
ABW,2003.0,..,..,..,..,..,2255.205,23.279535483871,..,..,..,..,..,..,0.104929774539,..,..,..,2.38062958077396,96875,2.33775712566926,45182.5
ABW,2004.0,..,..,..,..,..,2258.872,22.8062920259273,..,..,..,..,..,..,0.104929774539,..,..,..,2.21629010109836,99046,2.17339925763576,46175.2452
ABW,2005.0,..,..,..,..,..,2273.54,22.5111885619232,..,..,..,..,..,..,0.104929774539,..,..,..,1.9496523412111,100996,1.90674309361004,47064.136
ABW,2006.0,..,..,..,..,..,2273.54,22.1353116998179,..,..,..,..,..,..,0.104929774539,..,..,..,1.68383071840374,102711,1.81250326457208,47924.9526
ABW,2007.0,..,..,..,..,..,2357.881,22.6229887263133,..,..,..,..,..,..,0.104929774539,..,..,..,1.46328044862175,104225,1.59178764129053,48693.92
ABW,2008.0,..,..,..,..,..,2288.208,21.6838314728124,..,..,..,..,..,..,0.104929774539,..,..,..,1.24053442841877,105526,1.36887669202491,49365.0628
ADO,1991.0,..,..,..,..,..,..,..,..,..,..,..,..,..,5.55873852691,1106890942.98847,18820,8.2,4.12607590301093,54996,3.91465933377736,51971.22
ADO,1992.0,..,..,..,..,..,..,..,..,..,..,..,..,..,5.55833162663,1209992604.28817,20540,7.6,4.91572230622652,57767,4.70385782019799,54474.281
ADO,1993.0,..,..,..,..,..,..,..,..,..,..,..,..,..,5.55792479629,1007090896.43735,18830,7.2,4.90316635769539,60670,4.69085205288762,57090.47
ADO,1994.0,..,..,..,..,..,..,..,..,..,..,..,..,..,5.55751804012,1017544619.09316,17770,6.7,3.94457388657953,63111,3.73180784886788,59261.229
ADO,1995.0,..,..,..,..,..,407.037,6.29124097744942,..,..,..,..,..,..,5.55711134964,1178745261.82826,17600,6.3,2.48506646168676,64699,2.27184676470267,60622.963
ADO,1996.0,..,..,..,..,..,425.372,6.52140984561608,..,..,..,..,..,..,5.55670472911,1224023469.69136,18710,6,0.812774820512612,65227,0.534907804066654,60948.1088
ADO,1997.0,..,..,..,..,..,458.375,7.06224481935136,..,..,..,..,..,..,5.55629817639,1180646037.01274,19950,5.7,-0.494883129703773,64905,-0.773524398830396,60478.479
ADO,1998.0,..,..,..,..,..,484.044,7.53422781184821,..,..,..,..,..,..,5.5558916936,1211953953.56155,19310,5.4,-1.02051973170029,64246,-1.29993958034452,59697.3832
ADO,1999.0,..,..,..,..,..,513.38,8.02344299445183,..,..,..,..,..,..,5.5558916936,1239840265.63345,19300,5.1,-0.407078413839578,63985,-0.68728120521019,59288.501
ADO,2000.0,..,..,..,..,..,524.381,8.11308289754618,..,..,..,..,..,..,5.5558916936,1133644294.5425,18790,4.9,1.00919072328943,64634,0.728200589203061,59721.816
ADO,2001.0,..,..,..,..,..,524.381,7.89849374905859,..,..,..,..,..,..,5.5558916936,1264760246.44075,19620,4.7,2.68058546086145,66390,2.22500380727536,61065.522
ADO,2002.0,..,..,..,..,..,531.715,7.70121518473994,..,..,..,..,..,..,5.5558916936,1456198796.29382,19710,4.5,3.9183056170731,69043,3.4606389143319,63215.7708
ADO,2003.0,..,..,..,..,..,535.382,7.41495505726909,..,..,..,..,..,..,5.5558916936,1917948475.27513,22720,4.3,4.47520973802898,72203,4.01543881316604,65805.8142
ADO,2004.0,..,..,..,..,..,564.718,7.50037188545928,..,..,..,..,..,..,6.02911161455,2322163502.26295,27840,4.1,4.18922911798427,75292,3.72733453235484,68304.9024
ADO,2005.0,..,..,..,..,..,575.719,7.3916264379622,..,..,..,..,..,..,6.02911161455,2539759285.92747,32650,4.1,3.38980099031306,77888,2.92576303466281,70332.864
ADO,2006.0,..,..,..,..,..,546.383,6.84056138418008,..,..,..,..,..,..,6.02911161455,2823503852.62328,35620,4,2.51784956924511,79874,2.00713456996992,71758.8016
ADO,2007.0,..,..,..,..,..,539.049,6.62303722816071,..,..,..,..,..,..,6.02911161455,3245411583.7197,37340,3.9,1.8802022281437,81390,1.36686553565545,72746.382
ADO,2008.0,..,..,..,..,..,539.049,6.52783462707534,..,..,..,..,..,..,6.02911161455,3712034266.50674,41750,3.9,1.44787760502858,82577,0.931892164097611,73427.4684
AFG,1991.0,1160,..,..,..,..,2493.56,0.126777368008148,..,..,..,..,..,7.04178330977261,0.433000567575,..,..,197.6,3.39120693014552,19668810.2867046,4.96102539816714,3658398.71332705
AFG,1992.0,1097.7,..,..,..,..,1426.463,0.0701453384153803,..,..,..,..,..,7.39039278750727,0.433007918032,..,..,186.9,3.39120693014552,20335820.3442245,4.93500744563321,3843470.04505842
AFG,1993.0,1135.5,..,..,..,..,1375.125,0.0654028805050514,..,..,..,..,..,7.32230698124104,0.433015279844,..,..,176,3.39120693014552,21025450.0930397,4.90980900780304,4036886.41786363
AFG,1994.0,1140.3,..,..,..,..,1320.12,0.0607273743571541,..,..,..,..,..,7.2550931398576,0.4330226527,..,..,167.7,3.39120693014552,21738466.6136892,4.88539196458568,4239000.98966939
AFG,1995.0,1219.6,..,..,..,..,1268.782,0.0564513714233925,..,..,..,..,..,7.18849539610911,0.433030036444,..,..,158.9,3.39120693014552,22475663,4.86172052406795,4450181.274
AFG,1996.0,1203.7,..,..,..,..,1199.109,0.0518392191639053,..,..,..,..,..,7.15555697942371,0.433037431543,..,..,153.4,2.91713780255696,23131309.0617483,4.37918684786583,4649393.12141141
AFG,1997.0,1349.3,..,..,..,..,1114.768,0.0468270266565761,..,..,..,..,..,7.12229360281819,0.433044837374,..,..,152.4,2.91713780255696,23806081.2226148,4.3569076899258,4856440.56941343
AFG,1998.0,1389.1,..,..,..,..,1056.096,0.0431050136580147,..,..,..,..,..,7.0894200009501,0.433052254405,..,..,151.4,2.91713780255696,24500537.4172672,4.33527905352704,5071611.2453743
